GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
790,26.56,32.76,49.48,3.78,1.26,0.0,-4.98,48.88,61.21,-202.46,-27.91,4.7,16.5,-23.21,-6.71
791,25.61,21.41,46.91,3.38,0.72,0.0,-4.82,46.71,64.76,-200.06,-27.84,4.68,4.61,-23.15,-18.55
792,21.36,28.55,41.26,3.87,0.07,0.0,-4.44,48.37,63.28,-198.32,-28.9,4.69,4.01,-24.21,-20.2
793,17.59,35.43,44.01,5.22,0.22,0.0,-4.97,45.76,65.91,-196.13,-27.49,4.67,13.04,-22.82,-9.78
794,21.13,35.16,44.25,3.65,0.81,0.0,-3.17,48.62,65.52,-203.17,-28.41,4.7,12.8,-23.72,-10.91
795,13.01,22.32,47.53,1.95,0.98,0.0,-5.07,47.64,71.38,-203.58,-25.59,4.63,-3.84,-20.96,-24.8
796,28.33,36.36,43.36,4.18,1.83,0.0,-6.24,45.08,59.28,-196.91,-29.73,4.74,15.27,-24.98,-9.72
797,14.4,29.14,51.04,4.2,0.51,0.0,-6.6,47.02,64.66,-194.06,-29.07,4.7,10.31,-24.37,-14.05
798,19.39,24.55,49.5,3.9,0.03,0.0,-5.37,45.8,65.01,-194.83,-27.59,4.68,7.98,-22.91,-14.93
799,24.92,30.43,47.76,3.24,0.03,0.0,-4.91,44.76,60.44,-197.04,-27.84,4.66,9.62,-23.18,-13.55
800,19.98,25.37,45.13,4.18,0.21,0.0,-4.53,47.11,67.51,-201.38,-26.64,4.63,3.57,-22.02,-18.45
801,18.63,27.77,43.24,3.55,0.34,0.0,-4.6,45.15,62.64,-194.42,-27.4,4.73,2.3,-22.67,-20.37
802,28.72,24.94,41.43,4.01,1.74,0.0,-2.23,44.0,57.22,-193.24,-28.97,4.72,6.59,-24.25,-17.66
803,24.59,29.61,43.03,4.47,0.27,0.0,-2.3,45.02,60.45,-193.81,-27.37,4.7,11.33,-22.67,-11.34
804,25.33,27.75,42.7,3.57,0.14,0.0,-4.02,46.93,59.14,-198.85,-28.45,4.7,2.69,-23.75,-21.06
805,20.84,30.42,47.9,3.21,0.09,0.0,-4.66,49.41,62.75,-197.22,-30.69,4.7,12.74,-25.99,-13.25
806,16.77,26.96,40.27,4.21,0.01,0.0,-2.48,48.93,68.67,-197.71,-27.98,4.69,5.63,-23.29,-17.66
807,21.41,25.65,40.31,2.55,0.27,0.0,-5.02,47.9,63.98,-197.17,-28.22,4.7,-0.12,-23.52,-23.64
808,23.53,22.93,48.47,3.02,0.1,0.0,-4.57,45.91,60.68,-195.59,-28.72,4.68,4.49,-24.03,-19.55
809,22.9,28.82,47.14,3.71,1.55,0.0,-2.56,47.56,62.23,-201.07,-27.74,4.7,10.29,-23.04,-12.75
810,19.01,34.84,47.0,4.26,0.04,0.0,-5.55,47.19,67.01,-200.88,-28.76,4.68,12.92,-24.08,-11.16
811,26.41,36.78,44.98,3.15,0.18,0.0,-5.17,44.88,61.59,-199.72,-28.53,4.7,13.07,-23.83,-10.76
812,24.74,28.14,44.65,4.3,0.39,0.0,-2.97,46.0,59.51,-196.33,-28.74,4.73,8.43,-24.0,-15.57
813,23.81,34.4,43.16,4.27,0.79,0.0,-4.27,49.65,59.94,-198.39,-28.0,4.72,13.36,-23.28,-9.92
814,17.49,24.66,51.7,3.2,0.18,0.0,-4.53,46.24,64.94,-192.82,-27.55,4.65,11.06,-22.89,-11.83
815,20.88,32.3,44.52,2.96,0.39,0.0,-4.65,48.08,67.08,-201.71,-29.24,4.68,9.83,-24.56,-14.73
816,17.27,25.6,46.57,2.59,0.01,0.0,-4.07,46.24,61.68,-194.93,-28.58,4.7,0.96,-23.88,-22.92
817,20.84,34.07,42.22,3.91,0.32,0.0,-3.8,45.02,66.82,-196.81,-27.8,4.67,12.59,-23.13,-10.54
818,22.09,29.22,42.94,3.48,0.18,0.0,-1.97,47.87,67.13,-196.21,-28.46,4.65,14.73,-23.8,-9.07
819,23.02,31.73,40.46,3.64,1.15,0.0,-2.12,47.25,65.13,-202.45,-27.34,4.66,7.81,-22.68,-14.87
820,19.48,33.17,50.81,3.0,0.21,0.0,-5.89,49.51,60.84,-200.14,-31.33,4.71,10.98,-26.62,-15.64
821,19.59,26.78,43.99,2.75,0.54,0.0,-5.2,49.26,67.78,-199.45,-30.18,4.65,6.03,-25.53,-19.49
822,22.25,28.64,47.04,3.56,2.61,0.0,-4.28,48.13,69.19,-198.72,-30.12,4.63,18.43,-25.49,-7.06
823,24.37,27.13,43.27,4.43,0.04,0.0,-1.14,47.47,66.67,-198.05,-28.01,4.71,14.19,-23.3,-9.11
824,22.07,33.11,42.19,5.08,0.06,0.0,-3.89,48.49,66.89,-201.23,-27.73,4.69,12.78,-23.04,-10.27
825,23.81,23.83,47.59,3.62,0.14,0.0,-3.86,48.8,65.91,-198.37,-29.62,4.61,11.47,-25.01,-13.54
826,23.1,25.92,43.47,4.26,0.09,0.0,-4.52,46.05,58.14,-195.12,-29.56,4.68,1.38,-24.88,-23.5
827,17.65,27.16,43.22,2.85,0.01,0.0,-4.49,45.78,65.19,-197.24,-28.28,4.72,0.13,-23.56,-23.43
828,18.14,30.27,48.0,3.47,0.99,0.0,-4.45,46.66,62.57,-193.88,-28.05,4.68,11.78,-23.37,-11.6
829,30.84,26.7,48.53,3.09,0.48,0.0,-5.97,48.27,60.47,-199.89,-30.24,4.72,12.5,-25.52,-13.02
830,26.61,26.47,38.77,3.02,0.03,0.0,-0.59,47.17,64.44,-200.51,-28.23,4.71,5.4,-23.52,-18.12
831,23.65,29.87,41.2,3.28,0.68,0.0,-5.08,49.12,61.6,-201.77,-28.33,4.65,2.54,-23.68,-21.13
832,21.52,34.87,43.85,3.92,0.06,0.0,-4.18,49.94,62.76,-203.43,-27.74,4.71,9.32,-23.03,-13.71
833,24.82,31.03,38.51,3.24,1.84,0.0,-4.96,49.42,60.83,-203.31,-28.51,4.67,1.43,-23.84,-22.41
834,19.81,23.83,44.02,3.45,0.18,0.0,-1.82,45.12,62.44,-195.22,-28.63,4.69,1.81,-23.95,-22.14
835,20.38,33.1,37.61,3.76,0.27,0.0,-4.92,46.0,61.72,-195.65,-27.56,4.74,2.28,-22.81,-20.54
836,29.36,23.36,44.82,3.14,0.34,0.0,-5.42,48.82,58.69,-200.5,-29.53,4.71,2.61,-24.82,-22.21
837,26.7,32.95,44.56,5.76,0.1,0.0,-3.64,46.94,59.6,-197.62,-29.06,4.73,15.35,-24.33,-8.98
838,19.31,28.12,42.82,3.07,1.17,0.0,-4.79,51.53,65.89,-200.36,-30.12,4.71,6.77,-25.41,-18.64
839,19.16,32.58,42.34,3.07,0.12,0.0,-5.19,47.82,64.51,-200.23,-28.41,4.69,4.18,-23.72,-19.53
840,19.13,26.47,42.52,2.42,0.09,0.0,-2.27,46.7,63.71,-192.2,-29.6,4.68,6.56,-24.92,-18.36
841,14.08,28.82,46.06,3.52,0.12,0.0,-3.44,48.14,69.62,-200.36,-28.0,4.69,6.54,-23.31,-16.77
842,21.27,27.1,45.39,3.71,0.29,0.0,-6.51,49.84,69.33,-206.05,-28.11,4.68,4.36,-23.44,-19.07
843,25.31,34.37,45.0,4.69,0.18,0.0,-3.57,47.49,67.1,-202.48,-29.02,4.71,18.09,-24.31,-6.21
844,19.3,29.45,45.48,3.96,0.1,0.0,-2.63,48.45,67.5,-196.8,-28.9,4.7,14.81,-24.21,-9.39
845,17.36,33.46,44.18,3.8,0.51,0.0,-5.11,47.44,64.04,-199.06,-28.42,4.72,6.63,-23.7,-17.07
846,25.54,29.93,47.31,3.32,0.35,0.0,-6.12,49.82,64.21,-203.65,-29.26,4.7,10.71,-24.57,-13.86
847,21.69,33.81,45.36,3.62,0.04,0.0,-5.05,50.9,62.07,-205.2,-29.3,4.67,7.22,-24.63,-17.41
848,19.29,25.83,40.53,4.51,0.31,0.0,-3.3,49.14,74.32,-203.13,-27.16,4.65,7.51,-22.51,-15.0
849,23.23,27.98,49.99,5.13,0.04,0.0,-4.07,46.97,65.7,-199.04,-29.02,4.66,15.94,-24.35,-8.42
850,29.81,31.0,47.54,4.86,0.31,0.0,-5.43,48.42,58.67,-196.35,-28.48,4.67,18.83,-23.81,-4.98
851,16.94,27.57,49.87,3.72,0.76,0.0,-5.36,46.65,66.59,-196.0,-28.16,4.66,10.73,-23.5,-12.77
852,24.18,31.13,44.48,2.87,0.74,0.0,-0.54,47.12,65.29,-198.99,-28.22,4.66,16.28,-23.56,-7.28
853,18.65,25.69,44.72,3.45,0.58,0.0,-4.6,46.46,67.93,-195.53,-27.97,4.64,7.34,-23.32,-15.98
854,20.73,23.27,48.7,3.68,0.87,0.0,-3.51,48.36,65.4,-197.47,-29.76,4.68,10.04,-25.07,-15.03
855,19.29,28.13,43.75,3.31,0.8,0.0,-4.05,46.96,71.39,-198.93,-27.28,4.64,10.65,-22.63,-11.99
856,20.76,41.46,41.02,3.91,0.31,0.0,-2.53,47.19,67.65,-202.68,-28.59,4.68,17.1,-23.91,-6.82
857,31.5,20.11,47.14,3.46,0.74,0.0,-6.13,47.57,60.98,-200.31,-29.84,4.69,5.06,-25.16,-20.1
858,22.43,27.16,47.93,4.9,0.95,0.0,-1.83,46.64,64.87,-197.09,-27.53,4.68,15.95,-22.85,-6.9
859,27.23,32.82,50.99,4.23,0.13,0.0,-6.27,50.82,60.03,-206.74,-28.53,4.74,13.25,-23.79,-10.54
860,23.45,31.79,45.03,4.33,1.39,0.0,-3.19,46.65,66.11,-203.61,-27.64,4.7,11.95,-22.94,-10.99
861,20.0,24.81,41.89,2.22,1.28,0.0,-4.5,48.53,65.42,-199.05,-29.49,4.7,0.59,-24.79,-24.2
862,22.39,42.54,48.56,3.66,0.46,0.0,-4.42,48.47,61.28,-200.27,-30.44,4.72,22.66,-25.72,-3.07
863,31.0,30.81,42.63,3.94,0.42,0.0,-3.35,48.19,67.73,-201.74,-27.19,4.62,19.64,-22.57,-2.93
864,25.12,31.64,46.55,3.49,2.71,0.0,-4.64,47.02,61.51,-194.55,-30.57,4.7,18.84,-25.87,-7.03
865,18.78,26.5,44.88,3.84,0.33,0.0,-5.08,48.05,67.34,-198.65,-28.11,4.71,5.99,-23.4,-17.41
866,18.66,28.08,49.04,4.44,0.12,0.0,-6.7,47.68,62.56,-195.6,-29.39,4.71,8.28,-24.68,-16.41
867,17.63,36.26,51.34,5.26,0.57,0.0,-6.07,48.06,66.86,-197.68,-30.38,4.72,22.22,-25.66,-3.44
868,17.58,29.9,49.79,4.98,0.76,0.0,-5.68,49.29,68.01,-195.31,-29.43,4.68,19.32,-24.75,-5.42
869,18.82,26.2,48.83,4.03,0.11,0.0,-3.4,48.7,73.61,-203.53,-27.66,4.67,13.37,-22.99,-9.61
870,14.85,26.78,43.71,3.36,0.26,0.0,-5.0,49.63,74.33,-201.55,-27.52,4.65,6.38,-22.87,-16.49
871,23.01,30.92,46.45,3.37,0.09,0.0,-5.21,50.23,63.3,-201.05,-28.93,4.69,11.1,-24.24,-13.14
872,25.5,28.36,41.17,4.42,0.3,0.0,-4.37,45.76,59.74,-196.19,-29.21,4.69,4.69,-24.52,-19.83
873,19.78,34.22,38.23,5.2,1.19,0.0,-3.75,47.95,62.49,-197.39,-27.5,4.71,7.93,-22.8,-14.87
874,16.7,25.48,48.66,2.24,0.02,0.0,-4.77,47.92,68.53,-198.8,-28.97,4.71,5.99,-24.27,-18.27
875,21.27,24.77,41.62,3.89,0.83,0.0,-2.56,47.91,69.53,-200.35,-28.18,4.67,6.9,-23.51,-16.6
876,25.91,30.29,42.53,5.11,0.18,0.0,-3.24,46.97,61.81,-200.36,-29.14,4.68,9.21,-24.46,-15.25
877,20.75,31.99,50.19,4.0,0.09,0.0,-4.28,49.44,67.33,-201.11,-28.34,4.66,18.4,-23.69,-5.29
878,23.81,31.1,47.01,4.32,0.15,0.0,-3.2,47.36,61.81,-199.39,-28.69,4.73,12.97,-23.96,-10.99
879,19.38,33.57,42.36,3.73,1.04,0.0,-3.67,51.65,66.54,-205.21,-27.52,4.7,9.39,-22.81,-13.42
880,18.31,30.58,43.85,4.6,1.11,0.0,-1.94,45.49,66.36,-196.4,-28.2,4.65,11.96,-23.55,-11.58
881,22.99,30.96,48.36,1.83,0.17,0.0,-5.36,47.95,59.58,-197.37,-29.01,4.74,9.09,-24.27,-15.17
882,20.65,31.9,45.8,4.12,0.19,0.0,-4.9,47.42,63.93,-197.1,-29.13,4.7,12.01,-24.43,-12.41
883,26.24,35.02,38.26,5.06,1.47,0.0,-2.31,45.73,62.08,-197.7,-27.42,4.63,13.85,-22.79,-8.94
884,15.93,40.62,39.33,5.58,2.32,0.0,-3.36,46.85,64.83,-200.16,-27.0,4.67,11.92,-22.33,-10.41
885,21.24,30.26,42.15,2.67,0.2,0.0,-2.48,47.27,60.06,-197.45,-28.14,4.63,3.92,-23.51,-19.59
886,26.46,28.75,39.65,3.54,0.39,0.0,-1.12,44.98,61.92,-196.89,-27.21,4.66,7.67,-22.55,-14.88
887,22.94,32.48,43.49,2.36,1.45,0.0,-4.27,44.51,60.49,-194.16,-29.69,4.68,9.28,-25.01,-15.73
888,25.83,27.38,47.66,2.52,0.85,0.0,-4.4,48.6,64.21,-198.42,-29.66,4.64,14.24,-25.02,-10.77
889,20.26,25.9,41.46,4.16,0.73,0.0,-3.43,47.87,65.97,-198.06,-28.46,4.67,4.85,-23.79,-18.94
890,26.56,25.28,47.79,2.79,1.32,0.0,-5.18,49.62,60.91,-200.24,-31.63,4.72,8.85,-26.92,-18.07
891,23.07,35.74,41.04,3.66,0.94,0.0,-4.49,49.18,67.36,-202.98,-30.51,4.64,13.52,-25.87,-12.36
892,20.28,26.99,47.17,2.62,0.02,0.0,-4.85,46.2,65.22,-201.37,-27.75,4.62,2.26,-23.13,-20.87
893,18.06,37.54,42.69,4.19,0.95,0.0,-3.58,48.11,70.26,-200.26,-27.23,4.61,17.95,-22.62,-4.67
894,20.68,28.03,43.13,2.93,0.71,0.0,-5.25,48.77,66.18,-201.98,-29.82,4.64,3.2,-25.19,-21.99
895,20.6,33.98,51.55,3.52,0.14,0.0,-6.21,47.53,64.67,-199.58,-30.39,4.67,16.21,-25.73,-9.52
896,15.69,26.93,44.14,3.08,0.06,0.0,-2.49,46.35,69.49,-194.67,-26.99,4.58,8.59,-22.41,-13.81
897,15.8,34.06,51.74,3.18,0.88,0.0,-5.82,44.08,63.45,-194.24,-28.52,4.66,13.12,-23.87,-10.75
898,18.15,31.02,43.39,4.03,0.04,0.0,-1.29,45.84,67.04,-196.21,-29.29,4.61,12.02,-24.68,-12.65
899,21.32,27.67,43.65,4.25,0.26,0.0,-4.33,44.66,67.66,-197.2,-27.95,4.61,7.95,-23.34,-15.39
900,22.83,24.76,36.64,2.65,0.18,0.0,-2.57,46.7,62.77,-198.06,-28.42,4.63,-4.11,-23.79,-27.9
901,22.48,31.32,44.79,3.16,1.63,0.0,-4.73,47.91,66.59,-202.57,-27.15,4.65,10.6,-22.5,-11.9

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,-0.0,-0.0,-0.0,0.0,0.0,0.0,-51.63,-22.65,0.0,-0.0,56.91,-6.49,-74.28,50.42,-23.86
2,-0.0,0.0,-0.0,-0.0,0.0,0.0,-47.88,-28.19,0.0,-0.0,56.03,-6.38,-76.08,49.65,-26.43
3,0.0,-0.0,-0.0,0.0,0.0,0.0,-45.64,-25.96,-0.0,-0.0,55.95,-5.96,-71.6,50.0,-21.61
4,-0.0,0.0,-0.0,0.0,-0.0,0.0,-51.24,-17.53,0.0,-0.0,51.67,-6.85,-68.77,44.81,-23.96
5,-0.0,0.0,-0.0,-0.0,0.0,0.0,-54.15,-6.8,0.0,0.0,36.86,-6.78,-60.95,30.08,-30.87
6,0.0,-0.0,-0.0,0.0,-0.0,0.0,-43.77,-11.07,0.0,0.0,46.47,-5.82,-54.84,40.65,-14.19
7,0.0,-0.0,0.0,0.0,0.0,0.0,-45.01,-17.25,-0.0,0.0,46.97,-6.05,-62.26,40.91,-21.34
8,0.0,-0.0,0.0,-0.0,0.0,0.0,-44.78,-17.51,-0.0,0.0,46.91,-5.88,-62.29,41.03,-21.26
9,-0.0,0.0,-0.0,0.0,-0.0,0.0,-48.25,-12.22,0.0,0.0,44.93,-6.29,-60.48,38.65,-21.83
10,-0.0,-0.0,0.0,0.0,0.0,0.0,-47.86,-13.05,0.0,0.0,44.43,-5.98,-60.91,38.46,-22.45
11,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-44.85,-15.41,0.0,-0.0,48.45,-5.8,-60.26,42.66,-17.61
12,-0.0,0.0,-0.0,0.0,-0.0,0.0,-45.28,-20.92,-0.0,0.0,49.63,-5.43,-66.2,44.2,-22.0
13,-0.0,-0.0,0.0,0.0,0.0,0.0,-42.15,-13.11,0.0,0.0,43.17,-5.28,-55.26,37.89,-17.37
14,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-40.99,-19.67,-0.0,0.0,44.85,-5.14,-60.67,39.7,-20.96
15,0.0,-0.0,0.0,0.0,0.0,0.0,-37.9,-26.17,0.0,0.0,46.56,-4.93,-64.07,41.63,-22.45
16,0.0,0.0,-0.0,0.0,0.0,0.0,-37.74,-17.57,-0.0,0.0,37.22,-5.17,-55.31,32.06,-23.25
17,-0.0,0.0,0.0,0.0,0.0,0.0,-38.74,-26.72,-0.0,-0.0,47.57,-5.17,-65.46,42.39,-23.07
18,-0.0,0.0,0.0,0.0,-0.0,0.0,-42.09,-29.14,0.0,-0.0,50.92,-5.91,-71.24,45.01,-26.23
19,0.0,-0.0,0.0,-0.0,-0.0,0.0,-42.74,-15.53,0.0,0.0,40.84,-5.58,-58.27,35.25,-23.02
20,0.0,0.0,-0.0,-0.0,-0.0,0.0,-46.09,-21.71,-0.0,0.0,47.7,-5.87,-67.8,41.83,-25.97
21,-0.0,-0.0,0.0,0.0,0.0,0.0,-41.52,-15.77,0.0,0.0,36.15,-5.58,-57.29,30.58,-26.72
22,-0.0,0.0,-0.0,0.0,0.0,0.0,-38.85,-29.51,-0.0,-0.0,48.57,-5.1,-68.36,43.47,-24.89
23,-0.0,0.0,-0.0,0.0,-0.0,0.0,-39.58,-19.07,-0.0,-0.0,40.76,-5.08,-58.65,35.68,-22.97
24,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-38.98,-23.24,0.0,0.0,44.8,-4.87,-62.22,39.93,-22.29
25,0.0,0.0,-0.0,0.0,-0.0,0.0,-42.51,-27.79,-0.0,0.0,46.96,-5.79,-70.3,41.16,-29.13
26,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-43.02,-32.36,-0.0,0.0,48.63,-6.07,-75.37,42.56,-32.82
27,-0.0,0.0,0.0,-0.0,0.0,0.0,-41.6,-30.51,-0.0,0.0,49.25,-5.57,-72.11,43.68,-28.44
28,0.0,-0.0,0.0,-0.0,0.0,0.0,-42.48,-25.09,-0.0,0.0,53.04,-5.64,-67.57,47.39,-20.18
29,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-44.57,-16.32,0.0,0.0,43.79,-5.57,-60.89,38.22,-22.67
30,-0.0,-0.0,0.0,0.0,0.0,0.0,-48.29,-23.03,-0.0,-0.0,49.21,-6.42,-71.32,42.79,-28.53
31,0.0,-0.0,0.0,-0.0,0.0,0.0,-44.36,-19.96,0.0,0.0,51.26,-6.1,-64.33,45.16,-19.16
32,-0.0,-0.0,0.0,-0.0,0.0,0.0,-51.35,-18.04,-0.0,0.0,49.99,-6.48,-69.39,43.52,-25.87
33,-0.0,0.0,-0.0,0.0,-0.0,0.0,-47.48,-11.31,-0.0,0.0,43.89,-6.11,-58.79,37.78,-21.01
34,0.0,-0.0,0.0,-0.0,0.0,0.0,-44.86,-17.2,-0.0,-0.0,50.5,-6.2,-62.06,44.3,-17.76
35,-0.0,0.0,-0.0,0.0,0.0,0.0,-45.16,-14.46,-0.0,-0.0,48.82,-5.89,-59.63,42.93,-16.7
36,-0.0,-0.0,0.0,0.0,0.0,0.0,-46.13,-12.97,-0.0,0.0,48.88,-5.92,-59.1,42.96,-16.14
37,0.0,-0.0,0.0,-0.0,-0.0,0.0,-44.19,-14.56,0.0,-0.0,50.21,-5.85,-58.75,44.36,-14.39
38,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-45.21,-12.74,0.0,-0.0,44.94,-5.92,-57.94,39.02,-18.93
39,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-46.34,-14.37,0.0,-0.0,42.43,-5.74,-60.71,36.69,-24.02
40,-0.0,-0.0,0.0,-0.0,0.0,0.0,-44.85,-16.76,-0.0,0.0,45.11,-5.8,-61.61,39.31,-22.31
41,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-43.04,-16.99,-0.0,-0.0,45.66,-5.95,-60.02,39.71,-20.32
42,-0.0,-0.0,0.0,-0.0,0.0,0.0,-44.11,-15.03,-0.0,-0.0,47.13,-6.01,-59.15,41.12,-18.02
43,0.0,-0.0,0.0,-0.0,0.0,0.0,-45.46,-15.68,-0.0,0.0,50.27,-5.91,-61.13,44.36,-16.77
44,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-45.29,-21.04,0.0,0.0,49.88,-5.57,-66.33,44.31,-22.02
45,0.0,-0.0,0.0,0.0,-0.0,0.0,-44.6,-17.11,0.0,0.0,44.32,-5.97,-61.71,38.36,-23.36
46,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-42.82,-18.54,-0.0,-0.0,48.9,-6.02,-61.36,42.88,-18.48
47,-0.0,0.0,-0.0,0.0,0.0,0.0,-37.71,-22.93,0.0,-0.0,42.72,-5.27,-60.64,37.45,-23.19
48,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-42.84,-18.66,-0.0,-0.0,43.43,-5.77,-61.49,37.66,-23.83
49,0.0,0.0,0.0,0.0,-0.0,0.0,-36.07,-24.25,0.0,0.0,43.07,-5.49,-60.33,37.58,-22.75
50,0.0,0.0,-0.0,0.0,-0.0,0.0,-42.79,-19.56,-0.0,-0.0,43.62,-5.74,-62.35,37.88,-24.46
51,0.0,0.0,-0.0,0.0,-0.0,0.0,-43.18,-26.44,0.0,0.0,50.42,-6.5,-69.62,43.92,-25.7
52,0.0,0.0,0.0,-0.0,0.0,0.0,-40.1,-20.24,-0.0,0.0,44.91,-5.88,-60.34,39.03,-21.31
53,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-44.12,-18.56,-0.0,-0.0,43.8,-5.79,-62.68,38.01,-24.67
54,0.0,-0.0,0.0,-0.0,0.0,0.0,-46.22,-8.45,-0.0,-0.0,42.55,-5.83,-54.68,36.73,-17.95
55,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-44.4,-12.36,-0.0,-0.0,46.66,-6.19,-56.75,40.47,-16.28
56,0.0,0.0,-0.0,-0.0,0.0,0.0,-44.43,-6.05,-0.0,-0.0,39.36,-5.83,-50.48,33.53,-16.95
57,-0.0,0.0,-0.0,0.0,0.0,0.0,-43.7,-8.03,0.0,-0.0,41.66,-5.82,-51.73,35.84,-15.88
58,-0.0,-0.0,0.0,0.0,-0.0,0.0,-44.72,-7.78,0.0,0.0,41.54,-6.16,-52.5,35.38,-17.11
59,0.0,0.0,0.0,0.0,-0.0,0.0,-44.9,-2.79,0.0,-0.0,34.97,-5.79,-47.69,29.18,-18.51
60,0.0,-0.0,-0.0,0.0,-0.0,0.0,-44.16,-14.43,-0.0,0.0,50.27,-6.07,-58.59,44.21,-14.38
61,-0.0,0.0,0.0,-0.0,-0.0,0.0,-45.81,-8.33,-0.0,0.0,44.61,-5.97,-54.14,38.63,-15.51
62,0.0,0.0,-0.0,-0.0,-0.0,0.0,-46.08,-8.12,0.0,-0.0,43.17,-6.0,-54.2,37.17,-17.03
63,-0.0,0.0,-0.0,-0.0,0.0,0.0,-46.66,-11.64,-0.0,-0.0,46.76,-6.18,-58.3,40.57,-17.72
64,-0.0,-0.0,0.0,-0.0,0.0,0.0,-43.02,-20.93,0.0,-0.0,52.44,-6.02,-63.95,46.42,-17.53
65,-0.0,0.0,0.0,0.0,-0.0,0.0,-43.4,-8.04,0.0,-0.0,40.49,-5.71,-51.44,34.78,-16.66
66,0.0,0.0,0.0,0.0,-0.0,0.0,-42.23,-6.11,0.0,0.0,36.22,-6.23,-48.35,29.99,-18.36
67,0.0,0.0,-0.0,-0.0,-0.0,0.0,-39.48,-16.97,0.0,0.0,45.13,-5.48,-56.44,39.66,-16.79
68,-0.0,0.0,-0.0,-0.0,0.0,0.0,-42.82,-14.74,-0.0,0.0,45.94,-6.26,-57.56,39.69,-17.87
69,-0.0,0.0,-0.0,0.0,0.0,0.0,-44.92,-10.97,-0.0,0.0,42.47,-6.4,-55.89,36.06,-19.83
70,0.0,-0.0,0.0,-0.0,0.0,0.0,-42.57,-16.31,0.0,0.0,44.73,-6.0,-58.88,38.73,-20.15
71,0.0,-0.0,-0.0,0.0,-0.0,0.0,-45.46,-16.48,-0.0,0.0,47.33,-6.3,-61.94,41.03,-20.91
72,0.0,0.0,0.0,0.0,-0.0,0.0,-44.1,-10.17,-0.0,0.0,43.88,-5.98,-54.27,37.9,-16.37
73,0.0,0.0,0.0,0.0,-0.0,0.0,-42.69,-18.78,-0.0,0.0,45.44,-6.06,-61.47,39.38,-22.09
74,-0.0,-0.0,0.0,-0.0,0.0,0.0,-46.83,-13.02,-0.0,0.0,45.34,-6.18,-59.85,39.16,-20.68
75,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-46.74,-7.99,-0.0,-0.0,41.89,-6.5,-54.73,35.39,-19.34
76,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-48.49,-11.74,0.0,0.0,41.25,-6.54,-60.23,34.71,-25.52
77,-0.0,-0.0,0.0,0.0,-0.0,0.0,-43.52,-6.67,-0.0,0.0,37.96,-5.78,-50.18,32.18,-18.0
78,-0.0,0.0,0.0,0.0,0.0,0.0,-43.86,-12.8,-0.0,-0.0,46.64,-6.47,-56.67,40.17,-16.5
79,-0.0,0.0,-0.0,0.0,-0.0,0.0,-42.08,-13.74,-0.0,-0.0,47.37,-5.63,-55.81,41.74,-14.07
80,-0.0,-0.0,0.0,0.0,0.0,0.0,-48.08,-7.93,-0.0,0.0,42.03,-6.5,-56.01,35.53,-20.48
81,0.0,0.0,-0.0,-0.0,-0.0,0.0,-47.2,-8.08,0.0,0.0,41.49,-6.57,-55.28,34.92,-20.36
82,0.0,0.0,0.0,-0.0,-0.0,0.0,-47.71,-10.74,0.0,-0.0,43.39,-6.49,-58.46,36.9,-21.56
83,0.0,0.0,-0.0,-0.0,0.0,0.0,-47.69,-2.44,-0.0,0.0,39.12,-6.74,-50.12,32.38,-17.74
84,-0.0,-0.0,0.0,-0.0,0.0,0.0,-48.37,-18.01,-0.0,0.0,46.06,-6.72,-66.39,39.33,-27.06
85,0.0,-0.0,-0.0,0.0,0.0,0.0,-46.43,-16.07,0.0,-0.0,45.86,-6.83,-62.5,39.04,-23.46
86,-0.0,0.0,0.0,-0.0,0.0,0.0,-48.31,-20.94,0.0,0.0,49.84,-6.74,-69.25,43.1,-26.15
87,-0.0,0.0,-0.0,0.0,0.0,0.0,-46.24,-14.57,0.0,-0.0,48.36,-6.66,-60.81,41.7,-19.11
88,0.0,-0.0,-0.0,-0.0,0.0,0.0,-46.67,-28.74,-0.0,0.0,50.33,-6.63,-75.42,43.69,-31.72
89,0.0,0.0,0.0,-0.0,-0.0,0.0,-45.13,-31.46,0.0,-0.0,49.11,-6.54,-76.59,42.57,-34.02
