GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
692,2114.19,5128.75,6216.08,606.01,327.66,-285.57,-4481.46,-37066.76,1841.41,18373.78,-8378.62,241.74,-7225.9,-8136.88,-15362.78
693,2160.7,5156.98,6227.37,627.52,321.58,-326.01,-4455.21,-36654.7,1851.97,18232.84,-8633.24,246.76,-6856.97,-8386.48,-15243.45
694,2165.49,5060.93,6164.76,621.71,319.74,-303.55,-4526.93,-36997.69,1843.25,18485.83,-8442.5,244.16,-7166.45,-8198.35,-15364.8
695,2154.38,5067.5,6187.93,591.6,356.17,-314.72,-4527.32,-36695.94,1815.24,18392.35,-8589.52,245.59,-6972.81,-8343.93,-15316.75
696,2175.74,5018.15,6202.12,640.25,336.66,-342.56,-4574.44,-36505.01,1840.0,18451.08,-8789.66,248.6,-6758.02,-8541.06,-15299.08
697,2143.08,5183.83,6172.96,614.93,324.17,-315.28,-4517.32,-36746.24,1858.08,18443.13,-8668.85,243.62,-6838.66,-8425.23,-15263.89
698,2201.72,5072.46,6213.59,620.18,327.68,-313.51,-4468.56,-36766.2,1799.22,18374.99,-8638.68,243.44,-6938.42,-8395.25,-15333.67
699,2152.97,4966.59,6253.65,594.4,341.08,-310.76,-4516.72,-36644.62,1886.43,18384.59,-8641.68,243.86,-6892.4,-8397.82,-15290.22
700,2162.15,5048.8,6183.36,592.66,349.38,-295.87,-4518.62,-36892.11,1842.34,18500.71,-8452.52,243.55,-7027.19,-8208.97,-15236.17
701,2131.84,5123.31,6233.06,623.46,335.44,-341.26,-4453.77,-36781.94,1823.47,18364.73,-8549.52,248.65,-6941.67,-8300.87,-15242.54
702,2197.04,5061.19,6219.83,613.87,353.64,-308.27,-4587.7,-36818.56,1831.55,18382.1,-8479.16,237.66,-7055.31,-8241.5,-15296.8
703,2177.27,4975.47,6224.01,604.0,330.0,-311.4,-4527.74,-36930.33,1828.37,18279.73,-8359.4,243.29,-7350.63,-8116.1,-15466.73
704,2203.35,5031.59,6195.84,610.89,347.6,-305.08,-4503.21,-36908.54,1836.71,18379.03,-8458.71,240.25,-7111.82,-8218.46,-15330.28
705,2195.21,5028.94,6230.4,616.55,334.54,-305.68,-4483.25,-36937.14,1839.56,18459.47,-8440.84,242.82,-7021.4,-8198.02,-15219.42
706,2159.17,5036.56,6205.82,607.02,326.05,-308.63,-4536.14,-36552.84,1811.73,18392.35,-8657.46,240.88,-6858.92,-8416.58,-15275.5
707,2174.81,5055.81,6178.12,588.41,330.73,-322.19,-4512.73,-36540.27,1837.69,18333.03,-8680.92,241.47,-6876.59,-8439.45,-15316.04
708,2146.68,4975.55,6226.98,607.12,368.86,-302.49,-4528.99,-36721.44,1831.45,18403.62,-8640.19,244.72,-6992.66,-8395.46,-15388.13
709,2214.89,5119.56,6240.09,627.79,343.2,-323.82,-4553.95,-36737.41,1826.78,18358.48,-8572.21,242.14,-6884.38,-8330.07,-15214.44
710,2083.41,4998.45,6247.5,594.69,347.89,-316.18,-4503.14,-36683.85,1863.33,18456.14,-8631.38,244.86,-6911.77,-8386.52,-15298.29
711,2212.77,5036.18,6165.96,635.1,352.38,-330.69,-4532.65,-36880.74,1823.25,18475.22,-8478.22,242.88,-7043.22,-8235.34,-15278.56
712,2154.41,5123.66,6180.36,607.56,322.6,-320.3,-4495.53,-36876.92,1873.47,18450.07,-8483.2,243.41,-6980.64,-8239.79,-15220.42
713,2186.11,5161.81,6216.85,629.16,316.41,-331.7,-4457.09,-36892.92,1835.91,18275.95,-8408.68,244.68,-7059.51,-8164.0,-15223.51
714,2161.66,5010.66,6187.97,599.95,336.83,-306.07,-4491.23,-36774.0,1851.72,18389.07,-8580.22,248.53,-7033.44,-8331.69,-15365.13
715,2149.92,5103.08,6152.28,611.04,349.37,-306.41,-4508.21,-36739.63,1827.77,18371.41,-8615.91,248.1,-6989.36,-8367.81,-15357.17
716,2173.39,5061.22,6211.89,601.19,353.99,-295.36,-4536.29,-36745.94,1845.53,18394.29,-8568.12,243.53,-6936.08,-8324.6,-15260.68
717,2222.38,5096.9,6205.66,603.91,348.53,-330.45,-4487.47,-36718.74,1836.39,18370.22,-8572.25,247.46,-6852.67,-8324.78,-15177.46
718,2150.09,5122.7,6184.41,601.82,337.59,-320.67,-4470.55,-36758.04,1820.34,18367.37,-8625.52,249.6,-6964.94,-8375.92,-15340.86
719,2107.4,5141.62,6236.24,621.95,345.02,-313.4,-4471.47,-36955.36,1845.96,18546.29,-8471.62,247.49,-6895.73,-8224.13,-15119.86
720,2130.02,5067.83,6245.28,615.89,336.13,-317.65,-4490.81,-37066.63,1847.81,18517.22,-8394.26,243.27,-7114.92,-8150.99,-15265.91
721,2171.14,5149.56,6170.54,635.89,346.07,-308.49,-4454.2,-36927.4,1848.4,18364.08,-8421.6,249.28,-7004.41,-8172.33,-15176.74
722,2132.39,5179.82,6248.48,624.94,339.09,-294.1,-4493.69,-36652.31,1860.91,18229.28,-8615.16,251.62,-6825.17,-8363.54,-15188.71
723,2175.85,4988.91,6196.05,609.45,315.7,-292.94,-4466.65,-36938.59,1799.17,18351.39,-8419.29,249.81,-7261.68,-8169.48,-15431.16
724,2085.12,5104.3,6235.95,595.22,311.21,-328.92,-4479.9,-36808.03,1821.12,18337.75,-8476.97,246.6,-7126.18,-8230.37,-15356.54
725,2158.64,5247.16,6208.62,623.34,344.41,-338.47,-4509.08,-36775.07,1849.54,18158.02,-8452.82,246.86,-7032.88,-8205.97,-15238.84
726,2175.83,5084.84,6221.69,610.89,315.79,-310.91,-4431.01,-36687.62,1843.9,18275.06,-8613.44,250.81,-6901.55,-8362.63,-15264.19
727,2172.16,5027.75,6227.78,630.33,340.36,-315.03,-4463.35,-36569.39,1835.18,18303.98,-8667.72,249.98,-6810.22,-8417.74,-15227.96
728,2201.27,5199.64,6181.36,618.21,328.6,-340.6,-4497.54,-36496.84,1805.21,18143.55,-8663.59,249.95,-6857.12,-8413.64,-15270.76
729,2154.09,5056.96,6250.52,615.91,347.51,-313.44,-4493.77,-36866.91,1832.42,18363.83,-8488.33,248.88,-7052.87,-8239.45,-15292.32
730,2157.95,5071.87,6257.19,607.93,335.33,-350.87,-4497.36,-36906.52,1865.12,18412.3,-8427.98,250.4,-7047.07,-8177.59,-15224.65
731,2148.4,4997.53,6199.06,599.57,328.97,-323.48,-4490.52,-36832.99,1870.27,18491.19,-8552.29,250.4,-7012.0,-8301.89,-15313.89
732,2182.56,5050.24,6224.34,630.53,334.91,-325.29,-4520.09,-36555.36,1823.16,18270.17,-8620.42,245.92,-6884.81,-8374.5,-15259.31
733,2182.81,5107.62,6237.97,605.11,345.3,-329.44,-4489.42,-36820.42,1871.42,18378.07,-8502.41,245.95,-6910.98,-8256.46,-15167.44
734,2183.71,5102.98,6250.64,618.13,352.27,-329.4,-4453.48,-36838.31,1852.52,18294.84,-8416.47,244.63,-6966.09,-8171.84,-15137.93
735,2127.28,5100.41,6137.8,614.08,333.32,-333.08,-4515.99,-37051.77,1854.72,18421.51,-8277.94,243.81,-7311.71,-8034.14,-15345.85
736,2131.98,5120.52,6208.4,623.2,341.81,-333.55,-4538.73,-36799.67,1843.95,18297.08,-8418.32,245.13,-7105.02,-8173.2,-15278.21
737,2223.11,5126.67,6230.33,639.24,335.66,-296.63,-4539.8,-36917.97,1797.7,18290.72,-8360.63,243.45,-7110.98,-8117.18,-15228.15
738,2174.51,5170.42,6217.94,610.63,338.98,-324.7,-4508.34,-37204.48,1820.98,18418.58,-8203.21,241.53,-7285.48,-7961.68,-15247.16
739,2174.05,5186.65,6238.7,633.66,342.58,-325.11,-4521.41,-36868.58,1819.84,18291.76,-8397.95,244.69,-7027.86,-8153.26,-15181.13
740,2103.46,5105.28,6194.42,635.95,324.03,-305.64,-4484.93,-37088.94,1847.53,18405.77,-8246.47,247.24,-7263.07,-7999.23,-15262.29
741,2184.92,5149.53,6194.36,626.95,334.38,-296.44,-4509.33,-36823.38,1808.65,18394.9,-8537.67,247.47,-6935.47,-8290.21,-15225.68
742,2192.07,5041.1,6231.27,618.13,340.77,-320.62,-4509.84,-37050.29,1849.62,18344.58,-8303.43,243.9,-7263.2,-8059.53,-15322.73
743,2120.38,5114.1,6175.82,617.2,335.63,-292.8,-4504.22,-36943.17,1853.9,18414.56,-8459.36,250.63,-7108.62,-8208.73,-15317.35
744,2210.69,5151.56,6211.95,633.18,347.36,-307.65,-4494.29,-36721.7,1826.4,18315.54,-8558.77,245.27,-6826.96,-8313.5,-15140.45
745,2130.73,5071.13,6253.88,597.33,322.84,-324.7,-4496.55,-36984.04,1869.03,18361.95,-8431.94,242.7,-7198.39,-8189.24,-15387.62
746,2130.41,5090.39,6220.97,626.31,338.46,-315.07,-4515.48,-36826.14,1892.64,18462.6,-8526.99,242.22,-6894.92,-8284.77,-15179.69
747,2183.8,5043.46,6265.67,618.27,346.11,-321.46,-4526.76,-36734.51,1834.48,18224.89,-8469.23,241.75,-7066.05,-8227.48,-15293.53
748,2189.35,5097.09,6235.36,609.5,335.28,-339.5,-4545.72,-37023.36,1855.21,18356.53,-8279.87,244.04,-7230.27,-8035.83,-15266.1
749,2186.14,5025.23,6212.5,610.11,330.37,-324.88,-4504.49,-37080.16,1842.12,18400.78,-8277.92,240.8,-7302.29,-8037.11,-15339.41
750,2189.8,4962.27,6219.42,596.04,332.63,-304.47,-4488.93,-36950.95,1817.2,18422.32,-8379.4,243.4,-7204.67,-8136.0,-15340.68
751,2123.04,5077.5,6224.95,621.51,347.32,-290.61,-4506.92,-36948.12,1854.72,18406.31,-8426.49,242.44,-7090.31,-8184.05,-15274.36
752,2186.94,5088.19,6201.91,610.95,322.99,-312.59,-4490.39,-36845.26,1844.36,18264.34,-8417.38,246.5,-7128.55,-8170.88,-15299.42
753,2142.2,5087.24,6211.15,602.7,332.41,-326.83,-4498.07,-37140.31,1847.55,18477.36,-8296.6,245.21,-7264.59,-8051.39,-15315.98
754,2218.76,4994.67,6203.71,611.06,322.28,-327.47,-4514.44,-36902.22,1821.31,18263.49,-8274.56,246.29,-7308.85,-8028.27,-15337.12
755,2197.78,5068.18,6256.24,620.42,346.52,-325.44,-4502.51,-36863.02,1824.82,18383.77,-8437.77,245.65,-6993.25,-8192.12,-15185.37
756,2153.85,5120.19,6197.74,623.47,330.22,-312.92,-4449.24,-36940.12,1838.07,18411.39,-8445.79,248.36,-7027.35,-8197.43,-15224.78
757,2175.68,5038.74,6208.58,618.52,323.64,-323.03,-4536.08,-36912.45,1859.69,18435.63,-8399.59,244.67,-7111.08,-8154.93,-15266.01
758,2158.11,4990.86,6214.22,605.19,344.22,-295.54,-4456.61,-37099.65,1853.65,18534.02,-8361.34,246.76,-7151.54,-8114.58,-15266.12
759,2167.66,5083.25,6254.39,619.08,345.29,-326.6,-4471.28,-36947.61,1836.61,18281.36,-8382.31,250.49,-7157.84,-8131.82,-15289.66
760,2130.26,5113.11,6189.76,615.78,328.76,-269.06,-4441.83,-37022.4,1817.55,18312.47,-8304.5,246.83,-7225.61,-8057.66,-15283.27
761,2136.89,4982.33,6234.81,605.49,352.16,-315.88,-4579.58,-36823.88,1871.98,18374.32,-8402.29,245.23,-7161.36,-8157.06,-15318.42
762,2175.63,4985.02,6242.45,618.67,339.02,-302.6,-4532.44,-36837.75,1824.36,18374.03,-8404.41,246.56,-7113.62,-8157.85,-15271.47
763,2194.62,4985.54,6236.44,603.96,343.0,-346.66,-4525.8,-36803.04,1832.07,18394.06,-8463.95,247.41,-7085.8,-8216.54,-15302.35
764,2213.82,5106.15,6188.55,632.58,336.27,-314.28,-4466.77,-36887.62,1809.46,18386.57,-8464.6,246.04,-6995.28,-8218.56,-15213.84
765,2215.16,5114.11,6215.69,643.48,329.96,-332.01,-4475.3,-36813.41,1833.22,18278.47,-8490.58,251.45,-6990.64,-8239.13,-15229.77
766,2168.67,5036.48,6223.52,607.64,356.84,-339.6,-4415.45,-36801.73,1834.08,18245.44,-8457.37,247.75,-7084.12,-8209.62,-15293.74
767,2184.93,5077.05,6256.73,620.17,343.05,-339.61,-4501.91,-36672.2,1819.74,18321.66,-8571.4,246.43,-6890.4,-8324.97,-15215.36
768,2123.11,5053.8,6267.61,593.17,322.17,-326.78,-4459.9,-36631.44,1846.69,18222.73,-8570.66,249.79,-6988.83,-8320.87,-15309.7
769,2188.31,5101.24,6273.31,621.54,331.17,-330.65,-4479.6,-36690.33,1821.82,18222.53,-8542.86,252.26,-6940.68,-8290.6,-15231.28
770,2155.92,5138.62,6161.86,625.14,330.25,-334.1,-4507.89,-36741.87,1843.58,18344.57,-8538.49,250.82,-6983.9,-8287.67,-15271.57
771,2252.4,4980.86,6198.32,616.64,354.3,-343.44,-4478.16,-36622.0,1816.85,18302.69,-8585.76,253.55,-6921.54,-8332.21,-15253.75
772,2188.3,5091.5,6186.26,613.79,323.23,-311.23,-4505.63,-36709.14,1817.88,18406.23,-8603.12,251.15,-6898.82,-8351.97,-15250.79
773,2138.4,5117.81,6216.98,610.49,331.04,-319.65,-4428.52,-36768.71,1817.57,18407.23,-8543.31,251.44,-6877.37,-8291.86,-15169.23
774,2230.6,5115.56,6177.46,622.71,334.83,-319.41,-4482.12,-36858.27,1830.06,18306.14,-8422.45,249.41,-7042.44,-8173.04,-15215.49
775,2148.41,5086.65,6226.93,620.55,315.2,-340.69,-4470.21,-36889.65,1835.01,18342.6,-8391.39,249.07,-7125.21,-8142.32,-15267.52
776,2185.18,5133.2,6220.04,622.64,315.07,-329.98,-4458.8,-36922.91,1828.83,18343.2,-8434.14,253.19,-7063.52,-8180.95,-15244.46
777,2221.25,5061.28,6212.75,609.85,325.3,-330.09,-4448.77,-36717.34,1849.02,18327.02,-8562.53,250.67,-6889.73,-8311.86,-15201.59
778,2127.79,5097.41,6199.35,614.98,317.32,-319.08,-4414.13,-36801.94,1831.51,18350.98,-8551.13,250.9,-6995.8,-8300.22,-15296.02
779,2164.06,5078.66,6217.59,605.29,338.33,-325.2,-4443.97,-36629.01,1857.64,18332.71,-8587.54,251.59,-6803.9,-8335.95,-15139.85
780,2162.37,4998.79,6221.49,599.0,354.43,-325.96,-4507.72,-36599.09,1838.03,18305.95,-8605.5,252.04,-6952.72,-8353.45,-15306.17
781,2155.97,5142.47,6262.11,621.75,329.41,-318.3,-4454.51,-36905.39,1833.15,18398.29,-8402.4,247.91,-6935.05,-8154.48,-15089.53
782,2130.68,5029.66,6206.14,592.64,313.92,-343.5,-4508.17,-36688.0,1807.21,18294.88,-8503.7,251.54,-7164.53,-8252.16,-15416.69
783,2176.51,5116.54,6249.71,619.55,323.8,-330.97,-4469.21,-36604.62,1818.17,18217.02,-8574.52,246.53,-6883.5,-8327.99,-15211.5
784,2121.88,5019.49,6243.56,623.63,356.7,-329.88,-4436.48,-36720.05,1848.36,18372.41,-8563.21,252.84,-6900.39,-8310.38,-15210.76
785,2162.67,5089.26,6189.7,623.07,326.29,-343.26,-4427.57,-36646.55,1816.09,18367.66,-8620.88,251.44,-6842.64,-8369.44,-15212.08
786,2221.29,4989.84,6175.88,593.9,348.54,-300.81,-4471.93,-36524.28,1833.55,18312.0,-8752.23,249.11,-6822.02,-8503.12,-15325.14
787,2137.67,5106.87,6227.77,618.05,320.61,-319.59,-4497.0,-36677.88,1881.7,18358.56,-8626.28,248.76,-6843.25,-8377.52,-15220.77
788,2150.56,5060.12,6186.69,613.96,310.75,-340.9,-4452.67,-36794.63,1858.7,18374.01,-8578.14,247.19,-7033.41,-8330.95,-15364.36
789,2122.11,5040.15,6219.19,620.6,353.5,-335.03,-4460.9,-36713.55,1827.07,18447.88,-8597.85,250.12,-6878.99,-8347.73,-15226.73
790,2194.72,5026.04,6151.65,614.36,351.67,-317.97,-4421.48,-36729.84,1875.3,18403.82,-8594.36,247.02,-6851.73,-8347.34,-15199.07
791,2213.5,5003.91,6230.57,603.65,327.54,-317.68,-4498.04,-36666.66,1825.41,18395.52,-8602.96,250.14,-6882.27,-8352.82,-15235.09
792,2192.82,5144.69,6206.71,617.75,345.89,-321.95,-4445.8,-36781.38,1808.49,18230.73,-8439.63,252.87,-7002.04,-8186.76,-15188.8
793,2188.15,5175.03,6215.31,636.16,340.66,-318.71,-4505.35,-36902.82,1825.97,18352.77,-8377.18,248.0,-6992.83,-8129.18,-15122.02
794,2176.01,5159.17,6194.41,618.21,340.11,-360.54,-4423.07,-36949.75,1840.88,18341.75,-8385.2,250.51,-7062.83,-8134.69,-15197.52
795,2167.33,5087.04,6191.69,601.6,325.57,-330.04,-4518.32,-36875.64,1859.64,18289.25,-8400.36,247.67,-7201.86,-8152.7,-15354.56
796,2115.41,5125.56,6130.03,614.32,329.84,-329.54,-4446.47,-37164.93,1822.44,18432.69,-8176.92,251.51,-7370.64,-7925.4,-15296.05
797,2210.41,5102.74,6194.49,625.11,337.62,-337.72,-4471.36,-36892.59,1844.82,18378.8,-8409.87,250.37,-7007.68,-8159.5,-15167.18
798,2146.76,5038.7,6234.0,601.53,336.42,-345.64,-4510.95,-36740.49,1858.66,18445.1,-8571.09,252.89,-6935.91,-8318.2,-15254.11
799,2185.41,5051.86,6180.88,602.23,328.93,-346.12,-4434.36,-36861.38,1838.78,18360.25,-8462.0,250.23,-7093.52,-8211.76,-15305.28
800,2120.46,5069.43,6183.11,604.45,356.54,-348.64,-4446.89,-36666.03,1839.26,18305.87,-8525.74,251.79,-6982.44,-8273.95,-15256.39
801,2150.98,5096.91,6192.98,603.74,329.21,-336.53,-4467.94,-36934.8,1827.42,18374.45,-8362.17,252.15,-7163.59,-8110.03,-15273.61
802,2179.72,5110.95,6198.5,615.88,366.46,-328.99,-4406.73,-36733.66,1833.29,18336.23,-8528.4,255.06,-6828.35,-8273.34,-15101.68
803,2183.85,5093.45,6252.18,609.23,356.61,-352.36,-4478.86,-36679.85,1822.9,18301.73,-8496.62,254.15,-6891.13,-8242.47,-15133.6
804,2141.58,5092.24,6215.09,603.78,324.49,-331.24,-4451.24,-36661.37,1823.05,18301.3,-8540.79,251.19,-6942.32,-8289.59,-15231.91
805,2159.31,5111.67,6216.01,617.18,349.51,-358.93,-4477.13,-36913.1,1862.46,18373.07,-8302.05,249.45,-7059.95,-8052.6,-15112.55
806,2209.49,5073.51,6264.24,627.4,329.47,-341.1,-4448.79,-36937.61,1872.98,18322.46,-8321.82,248.15,-7027.97,-8073.67,-15101.64
807,2195.21,5028.74,6198.19,617.17,354.65,-312.01,-4431.59,-37080.94,1795.45,18334.63,-8224.24,246.64,-7300.5,-7977.6,-15278.09
808,2183.32,5081.48,6185.82,632.61,347.1,-315.83,-4530.15,-37007.7,1851.86,18454.53,-8366.16,247.92,-7116.97,-8118.24,-15235.21
809,2189.25,5136.81,6224.86,623.48,308.87,-352.27,-4515.25,-36886.27,1860.13,18270.88,-8325.29,248.09,-7139.53,-8077.2,-15216.73
810,2208.26,5052.17,6187.5,638.18,321.18,-318.38,-4449.99,-36657.5,1806.87,18367.99,-8644.39,249.55,-6843.71,-8394.84,-15238.55
811,2157.36,5013.46,6182.17,610.98,354.89,-327.08,-4528.49,-36663.94,1860.89,18469.9,-8628.76,247.15,-6869.88,-8381.61,-15251.49
812,2137.74,5132.84,6231.83,604.72,350.38,-335.17,-4458.78,-36851.43,1868.56,18441.46,-8499.19,248.35,-6877.85,-8250.84,-15128.68
813,2135.02,5209.08,6197.73,628.83,348.04,-334.87,-4482.57,-36958.18,1830.88,18323.58,-8323.84,247.6,-7102.47,-8076.24,-15178.71
814,2230.48,5006.1,6250.42,613.83,322.16,-360.97,-4480.24,-36935.46,1865.68,18278.55,-8325.13,247.8,-7209.45,-8077.33,-15286.78
815,2209.42,5152.17,6220.13,618.78,317.14,-342.13,-4460.51,-36918.28,1856.7,18386.99,-8428.2,249.51,-6959.6,-8178.7,-15138.29
816,2157.75,5030.34,6182.48,628.05,336.2,-365.72,-4454.5,-36806.26,1836.38,18473.74,-8593.22,253.41,-6981.55,-8339.81,-15321.36
817,2190.25,5149.73,6240.33,639.19,343.11,-352.61,-4538.53,-36741.39,1825.84,18229.95,-8421.93,253.34,-7014.14,-8168.59,-15182.73
818,2204.95,4994.93,6189.36,625.86,338.41,-341.65,-4453.37,-36838.36,1831.41,18344.92,-8479.66,250.38,-7103.54,-8229.29,-15332.82
819,2166.13,4979.98,6226.67,586.81,322.36,-337.42,-4500.34,-36818.55,1880.16,18362.91,-8470.25,247.3,-7131.29,-8222.95,-15354.24
820,2214.64,5160.56,6231.87,624.55,335.96,-349.79,-4458.84,-36910.72,1819.69,18368.41,-8399.51,249.42,-6963.67,-8150.08,-15113.76
821,2144.41,5047.34,6204.49,619.19,355.16,-344.64,-4533.57,-36877.4,1851.83,18356.63,-8346.4,249.13,-7176.56,-8097.27,-15273.83
822,2161.1,5008.13,6223.48,603.27,339.15,-340.83,-4443.83,-36963.94,1868.11,18466.67,-8369.27,252.96,-7078.69,-8116.31,-15194.99
823,2120.71,5079.68,6189.61,631.52,333.41,-334.04,-4524.09,-36726.86,1854.5,18265.94,-8452.36,246.93,-7109.62,-8205.43,-15315.05
824,2159.08,5086.26,6170.78,615.06,330.29,-368.44,-4400.87,-36567.79,1866.12,18343.87,-8666.92,250.91,-6765.63,-8416.01,-15181.64
825,2180.23,5138.04,6144.73,635.08,303.78,-360.9,-4458.54,-36725.36,1852.85,18342.44,-8575.85,250.25,-6947.66,-8325.61,-15273.27
826,2221.13,5035.96,6171.4,611.45,339.66,-331.73,-4419.03,-36765.37,1834.23,18341.48,-8543.96,249.38,-6960.83,-8294.58,-15255.42
827,2159.41,5013.61,6231.52,596.87,331.0,-359.71,-4455.73,-36725.14,1836.07,18386.77,-8574.95,251.46,-6985.33,-8323.49,-15308.82
828,2164.95,5136.6,6211.59,614.97,352.66,-344.78,-4465.06,-36773.32,1786.77,18403.12,-8518.13,248.47,-6912.5,-8269.66,-15182.16
829,2166.8,5106.84,6203.28,622.0,324.64,-366.75,-4480.02,-36734.71,1821.19,18370.09,-8546.13,249.99,-6966.64,-8296.14,-15262.77
830,2162.52,5150.8,6169.34,605.61,316.05,-349.56,-4449.28,-36717.3,1848.8,18369.33,-8565.96,249.94,-6893.69,-8316.02,-15209.71
831,2163.05,5095.77,6186.14,607.32,332.26,-333.49,-4479.89,-36668.35,1862.21,18422.45,-8668.0,251.67,-6812.53,-8416.33,-15228.86
832,2153.04,5063.79,6163.57,600.2,320.87,-337.08,-4531.73,-36567.44,1833.65,18297.7,-8649.88,253.37,-7003.44,-8396.51,-15399.95
833,2135.63,5140.51,6102.49,629.38,333.1,-324.89,-4458.72,-36586.85,1830.79,18257.11,-8653.09,251.69,-6941.44,-8401.4,-15342.84
834,2156.1,5059.66,6208.86,617.26,313.67,-351.34,-4441.26,-36755.7,1849.58,18310.88,-8492.83,247.5,-7032.28,-8245.32,-15277.61
835,2186.09,5026.16,6178.82,612.99,351.61,-349.64,-4511.76,-36585.3,1820.95,18333.14,-8633.21,251.46,-6936.96,-8381.75,-15318.71
836,2183.63,5168.39,6229.53,620.86,327.63,-365.21,-4430.57,-36844.66,1812.03,18335.62,-8492.62,249.22,-6962.75,-8243.4,-15206.14
837,2120.64,5148.07,6205.22,619.07,339.42,-361.4,-4472.06,-36811.79,1851.55,18331.82,-8486.18,249.25,-7029.47,-8236.94,-15266.41
838,2173.92,5014.18,6195.06,624.03,353.17,-362.86,-4412.79,-36852.9,1851.2,18467.93,-8547.96,255.89,-6949.07,-8292.06,-15241.14
839,2176.58,5112.6,6181.76,619.81,352.64,-314.0,-4424.22,-36849.44,1830.76,18380.8,-8545.58,253.6,-6932.71,-8291.97,-15224.68
840,2114.63,5021.61,6217.42,593.42,333.45,-350.93,-4447.35,-36773.35,1836.7,18397.35,-8477.7,249.47,-7057.04,-8228.23,-15285.27
841,2216.89,5145.94,6243.59,608.37,357.72,-345.52,-4482.12,-36844.26,1829.56,18335.83,-8434.88,252.11,-6934.0,-8182.77,-15116.77
842,2181.98,5092.89,6204.25,630.15,349.67,-308.7,-4430.04,-36697.44,1830.23,18211.43,-8525.84,250.56,-6935.59,-8275.28,-15210.87
843,2120.96,5103.0,6208.36,619.76,317.73,-338.83,-4458.41,-36824.85,1845.04,18341.0,-8490.99,249.62,-7066.26,-8241.37,-15307.63
844,2128.62,5084.79,6180.88,597.41,345.85,-355.99,-4404.29,-36931.03,1804.94,18408.41,-8466.87,247.04,-7140.41,-8219.83,-15360.24
845,2144.57,5129.99,6223.68,616.46,330.32,-349.48,-4461.48,-36782.94,1828.28,18372.75,-8485.25,251.4,-6947.86,-8233.85,-15181.7
846,2125.42,5009.87,6222.57,603.43,351.06,-335.65,-4476.04,-37061.53,1848.0,18409.41,-8265.52,248.69,-7303.46,-8016.83,-15320.29
847,2177.1,5176.19,6208.08,613.44,327.62,-353.69,-4464.88,-36887.96,1853.75,18291.1,-8413.91,249.98,-7059.25,-8163.93,-15223.18
848,2171.38,5083.08,6224.39,624.55,353.31,-349.45,-4429.9,-36713.66,1865.36,18314.91,-8584.05,251.01,-6856.02,-8333.05,-15189.07
849,2162.34,5119.19,6229.97,603.83,346.61,-374.96,-4434.66,-36765.66,1866.79,18293.77,-8513.35,250.2,-6952.79,-8263.15,-15215.94
850,2148.7,5114.09,6216.85,611.32,338.21,-363.51,-4433.71,-36720.44,1857.38,18367.68,-8542.65,253.24,-6863.45,-8289.4,-15152.85
851,2112.81,5142.2,6166.01,623.25,341.73,-346.06,-4427.64,-36735.07,1863.15,18415.78,-8668.61,249.47,-6843.83,-8419.14,-15262.98
852,2205.14,5043.27,6171.42,614.82,315.81,-357.05,-4444.88,-36777.95,1819.92,18376.18,-8508.3,249.27,-7033.31,-8259.03,-15292.34
853,2171.26,5051.58,6207.57,619.43,320.16,-306.88,-4437.26,-36858.51,1867.47,18427.32,-8492.31,250.9,-6937.88,-8241.41,-15179.29
854,2193.32,5063.19,6242.08,613.1,330.88,-330.2,-4397.88,-36510.52,1832.84,18320.5,-8781.26,256.83,-6642.69,-8524.43,-15167.12
855,2116.52,5083.19,6212.95,614.4,321.99,-319.6,-4455.3,-36730.79,1874.35,18341.94,-8570.04,251.22,-6940.35,-8318.82,-15259.17
856,2120.58,5111.81,6244.27,600.44,364.87,-318.02,-4492.01,-36419.6,1824.37,18338.04,-8791.19,255.77,-6625.26,-8535.42,-15160.67
857,2179.2,5014.57,6218.02,609.51,322.85,-324.39,-4449.02,-36309.05,1876.91,18286.95,-8893.95,255.25,-6574.46,-8638.7,-15213.16
858,2144.87,5040.23,6203.93,603.55,340.59,-331.91,-4490.39,-36603.63,1817.77,18321.12,-8625.69,252.36,-6953.87,-8373.33,-15327.2
859,2254.75,5044.15,6188.2,624.55,330.39,-324.72,-4481.76,-36619.29,1824.29,18332.45,-8629.61,247.33,-6827.0,-8382.28,-15209.28
860,2169.47,5095.77,6183.97,615.62,341.68,-351.87,-4487.45,-36409.08,1841.64,18255.36,-8760.14,251.44,-6744.88,-8508.7,-15253.57
861,2158.06,5018.43,6187.7,590.2,331.26,-353.09,-4492.74,-36610.26,1812.38,18464.23,-8652.37,253.6,-6893.83,-8398.77,-15292.6
862,2200.55,5131.2,6183.08,631.65,319.63,-338.75,-4480.03,-36597.05,1807.72,18275.03,-8631.2,249.25,-6866.95,-8381.95,-15248.9
863,2177.44,5067.83,6229.06,615.5,322.84,-345.53,-4455.94,-36698.59,1875.83,18311.85,-8540.78,253.47,-6899.72,-8287.32,-15187.04
864,2224.37,5137.51,6213.22,621.99,328.87,-337.15,-4412.03,-36389.03,1827.05,18158.1,-8773.97,254.45,-6627.1,-8519.53,-15146.63
